,reward,num_moves,num_completed_suits,seed
863,10.0,102.0,0.0,863
864,264.0,136.0,1.0,864
865,67.0,117.0,1.0,865
866,-20.0,94.0,0.0,866
867,179.0,133.0,1.0,867
868,45.0,121.0,0.0,868
869,17.0,103.0,0.0,869
870,355.0,187.0,3.0,870
871,211.0,153.0,1.0,871
872,270.0,162.0,2.0,872
873,361.0,155.0,2.0,873
874,221.0,138.0,1.0,874
875,-10.0,100.0,0.0,875
876,207.0,165.0,1.0,876
877,277.0,165.0,4.0,877
878,14.0,114.0,0.0,878
879,101.0,125.0,0.0,879
880,56.0,110.0,0.0,880
881,119.0,147.0,0.0,881
882,269.0,137.0,2.0,882
883,249.0,163.0,2.0,883
884,331.0,141.0,2.0,884
885,106.0,124.0,0.0,885
886,36.0,114.0,0.0,886
887,-2.0,112.0,0.0,887
888,80.0,114.0,0.0,888
889,89.0,125.0,0.0,889
890,35.0,109.0,0.0,890
891,12.0,114.0,0.0,891
892,78.0,114.0,0.0,892
893,77.0,123.0,0.0,893
894,-5.0,99.0,0.0,894
895,104.0,137.0,0.0,895
896,-56.0,94.0,0.0,896
897,22.0,104.0,0.0,897
898,256.0,158.0,2.0,898
899,180.0,142.0,1.0,899
900,192.0,142.0,1.0,900
901,150.0,146.0,2.0,901
902,171.0,139.0,1.0,902
903,163.0,127.0,1.0,903
904,87.0,113.0,0.0,904
905,234.0,136.0,1.0,905
906,-3.0,109.0,0.0,906
907,49.0,113.0,0.0,907
908,68.0,118.0,0.0,908
909,106.0,136.0,0.0,909
910,80.0,116.0,0.0,910
911,99.0,119.0,0.0,911
912,98.0,110.0,0.0,912
913,245.0,155.0,1.0,913
914,129.0,135.0,1.0,914
915,26.0,110.0,0.0,915
916,210.0,134.0,1.0,916
917,186.0,130.0,0.0,917
918,182.0,138.0,1.0,918
919,29.0,107.0,0.0,919
920,158.0,124.0,1.0,920
921,-31.0,103.0,0.0,921
922,79.0,107.0,0.0,922
923,40.0,116.0,0.0,923
924,-15.0,107.0,0.0,924
925,274.0,152.0,3.0,925
926,-24.0,106.0,0.0,926
927,35.0,85.0,0.0,927
928,226.0,154.0,2.0,928
929,238.0,126.0,1.0,929
930,100.0,118.0,0.0,930
931,198.0,120.0,1.0,931
932,113.0,141.0,0.0,932
933,224.0,160.0,1.0,933
934,51.0,97.0,0.0,934
935,91.0,125.0,0.0,935
936,135.0,127.0,1.0,936
937,-13.0,95.0,0.0,937
938,187.0,147.0,1.0,938
939,336.0,142.0,1.0,939
940,61.0,121.0,0.0,940
941,160.0,126.0,0.0,941
942,95.0,115.0,1.0,942
943,3.0,105.0,0.0,943
944,189.0,135.0,1.0,944
945,114.0,132.0,1.0,945
946,133.0,143.0,0.0,946
947,121.0,123.0,0.0,947
948,345.0,157.0,3.0,948
949,125.0,123.0,0.0,949
950,90.0,124.0,0.0,950
951,6.0,82.0,0.0,951
952,-25.0,111.0,0.0,952
953,67.0,127.0,0.0,953
954,331.0,165.0,2.0,954
955,64.0,116.0,0.0,955
956,34.0,110.0,0.0,956
957,17.0,115.0,0.0,957
958,89.0,109.0,0.0,958
959,74.0,120.0,0.0,959
960,63.0,113.0,0.0,960
961,25.0,119.0,0.0,961
962,53.0,107.0,0.0,962
963,174.0,130.0,1.0,963
964,225.0,145.0,1.0,964
965,325.0,164.0,3.0,965
966,46.0,116.0,0.0,966
967,105.0,120.0,0.0,967
968,134.0,130.0,1.0,968
969,174.0,116.0,1.0,969
970,90.0,120.0,0.0,970
971,101.0,131.0,0.0,971
972,27.0,103.0,0.0,972
973,154.0,134.0,0.0,973
974,275.0,131.0,1.0,974
975,69.0,127.0,0.0,975
976,126.0,116.0,0.0,976
977,426.0,168.0,3.0,977
978,46.0,116.0,0.0,978
979,95.0,145.0,0.0,979
980,410.0,171.0,3.0,980
981,116.0,130.0,0.0,981
982,54.0,120.0,0.0,982
983,30.0,102.0,0.0,983
984,29.0,107.0,0.0,984
985,219.0,161.0,2.0,985
986,73.0,91.0,0.0,986
987,185.0,141.0,1.0,987
988,156.0,132.0,1.0,988
989,305.0,141.0,2.0,989
990,253.0,125.0,1.0,990
991,1.0,109.0,0.0,991
992,166.0,118.0,1.0,992
993,176.0,142.0,1.0,993
994,64.0,132.0,1.0,994
995,71.0,123.0,0.0,995
996,105.0,113.0,0.0,996
997,10.0,114.0,0.0,997
998,74.0,128.0,0.0,998
999,-51.0,73.0,0.0,999
